Date : 2025-06-02 14:21:50
Directory : c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST
Total : 319 files,  112477 codes, 5331 comments, 4279 blanks, all 122087 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\PostedSalesShipments.PageExt.al                      | AL                 |         46 |         40 |         13 |         99 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\PostedSalesShptSubform.PageExt.al                    | AL                 |          9 |         15 |          7 |         31 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\PostedWhseShipment.PageExt.al                        | AL                 |         16 |          8 |          7 |         31 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\PostedWhseShipmentList.PageExt.al                    | AL                 |         22 |          8 |          6 |         36 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\PostedWhseShipmentSubform.PageExt.al                 | AL                 |         16 |          6 |          9 |         31 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\PriceListLineReview.PageExt.al                       | AL                 |          7 |         11 |          4 |         22 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\PriceListLinesExtSC.PageExt.al                       | AL                 |         21 |          9 |          6 |         36 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\ProdBOMWhereUsed.PageExt.al                          | AL                 |        141 |         36 |         25 |        202 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\ProdOrderCommentSheet.PageExt.al                     | AL                 |         13 |          0 |          4 |         17 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\ProdOrderComponents.PageExt.al                       | AL                 |         30 |          3 |          9 |         42 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\ProdOrderLineList.PageExt.al                         | AL                 |         13 |          0 |          1 |         14 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\ProdOrderRouting.PageExt.al                          | AL                 |         69 |          3 |          7 |         79 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\ProductionBOMLines.PageExt.al                        | AL                 |         19 |          0 |          5 |         24 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\ProductionBOMList.PageExt.al                         | AL                 |         19 |          3 |          3 |         25 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\ProductionJournalExtSC.PageExt.al                    | AL                 |         27 |          3 |         11 |         41 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\PuhCrMemoSubform.PageExt.al                          | AL                 |         29 |          3 |          5 |         37 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\PurchInvoiceSubform.PageExt.al                       | AL                 |         52 |          3 |          4 |         59 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\PurchaseOrder.PageExt.al                             | AL                 |         68 |          6 |          5 |         79 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\PurchaseOrderListExtSC.PageExt.al                    | AL                 |         25 |          3 |         10 |         38 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\PurchaseOrderSubform.PageExt.al                      | AL                 |         58 |          4 |         11 |         73 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\PurchasePriceListLines.PageExt.al                    | AL                 |         11 |          3 |          7 |         21 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\PurchasePriceListsExtSC.PageExt.al                   | AL                 |         14 |          3 |          6 |         23 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\ReleasedProdOrderLines.PageExt.al                    | AL                 |         23 |          8 |         10 |         41 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\ReleasedProductionOrder.PageExt.al                   | AL                 |         30 |         11 |          9 |         50 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\ReleasedProductionOrders.PageExt.al                  | AL                 |         39 |         12 |          8 |         59 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\ReqWorksheetExt.PageExt.al                           | AL                 |         76 |         11 |         15 |        102 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\RoutingList.PageExt.al                               | AL                 |         22 |          4 |          6 |         32 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\RoutingToolsExtSC.PageExt.al                         | AL                 |          7 |          9 |          2 |         18 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\SCANPANRoutingLines.PageExt.al                       | AL                 |          8 |          3 |          8 |         19 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\SalesCrMemoSubformExt.PageExt.al                     | AL                 |         11 |          8 |          7 |         26 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\SalesInvoiceSubformExtSC.PageExt.al                  | AL                 |         70 |          9 |          9 |         88 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\SalesLines.PageExt.al                                | AL                 |         14 |          3 |          4 |         21 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\SalesOrder.PageExt.al                                | AL                 |        126 |         23 |         19 |        168 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\SalesOrderList.PageExt.al                            | AL                 |         63 |         20 |         19 |        102 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\SalesOrderSubform.PageExt.al                         | AL                 |        126 |         99 |         28 |        253 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\SalesOrders.PageExt.al                               | AL                 |         24 |          6 |          5 |         35 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\SalesPriceListsExtSC.PageExt.al                      | AL                 |         54 |         24 |         10 |         88 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\SalesReturnOrder.PageExt.al                          | AL                 |         17 |          7 |          0 |         24 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\ScanpanSetup.PageExt.al                              | AL                 |         23 |          7 |          2 |         32 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\ShippingAgentServices.PageExt.al                     | AL                 |          0 |         28 |          2 |         30 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\ShippingAgents.PageExt.al                            | AL                 |         18 |          3 |          4 |         25 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\ShopCalendarHolidays.PageExt.al                      | AL                 |         15 |          3 |          7 |         25 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\StockkeepingUnitListExtSC.PageExt.al                 | AL                 |         35 |          3 |          5 |         43 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\TariffNumbers.PageExt.al                             | AL                 |         14 |          6 |          4 |         24 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\TransferOrderSubformExtSC.PageExt.al                 | AL                 |         16 |          3 |          7 |         26 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\TransferOrders.PageExt.al                            | AL                 |         14 |          3 |          5 |         22 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\TransportOrderLineSub.PageExt.al                     | AL                 |          0 |         28 |          5 |         33 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\UserSetup.PageExt.al                                 | AL                 |         14 |          8 |          6 |         28 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\ValueEntries.PageExt.al                              | AL                 |         14 |          3 |          5 |         22 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\VendorCardExtSC.PageExt.al                           | AL                 |          9 |          9 |          6 |         24 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\VendorList.PageExt.al                                | AL                 |         24 |          4 |          5 |         33 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\WarehouseEmployee.PageExt.al                         | AL                 |         14 |          3 |          8 |         25 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\WarehousePicks.PageExt.al                            | AL                 |         48 |          9 |          7 |         64 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\WarehouseShipment.PageExt.al                         | AL                 |         19 |         20 |          6 |         45 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\WarehouseShipmentList.PageExt.al                     | AL                 |         65 |         18 |          5 |         88 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\WhseShipmentLine.PageExt.al                          | AL                 |          7 |          7 |          4 |         18 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\WhseShipmentSubformExtSC.PageExt.al                  | AL                 |         27 |          9 |          3 |         39 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page ext\XTECSCTrackAndTraceList.PageExt.al                   | AL                 |         13 |          6 |          9 |         28 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page part\CommentsFactBox.Page.al                             | AL                 |         27 |         36 |          7 |         70 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page part\CustomersOverCreditLimit.Page.al                    | AL                 |        184 |         10 |         33 |        227 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page part\SalesCompareAndRealized.Page.al                     | AL                 |        365 |         76 |         68 |        509 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page part\ScanpanCardPart.Page.al                             | AL                 |        284 |         57 |         61 |        402 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page role\AccountingManagerRoleCenter.PageExt.al              | AL                 |         28 |         17 |          5 |         50 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page role\AdminRoleCenterExtSC.PageExt.al                     | AL                 |         95 |         23 |          6 |        124 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page role\ExtSalesRoleCenter.Page.al                          | AL                 |         61 |         10 |         20 |         91 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page role\OrderProcessorRoleCenter.PageExt.al                 | AL                 |        177 |         17 |          6 |        200 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page role\ProdPlannerRoleCenterExtSC.PageExt.al               | AL                 |         60 |         11 |          9 |         80 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page role\WhseBasicRoleCenter.PageExt.al                      | AL                 |        140 |         20 |         21 |        181 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page role\WhseWorkerWMSRoleCenterExtSC.PageExt.al             | AL                 |        148 |         22 |         24 |        194 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\Addresses.Page.al                                        | AL                 |        194 |          8 |          7 |        209 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\AdjustBoMlines.Page.al                                   | AL                 |         31 |          9 |          3 |         43 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\BCLICENSEINFORMATIONSC.Page.al                           | AL                 |         53 |         14 |          6 |         73 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\BCLICENSEPERMISSIONSC.Page.al                            | AL                 |         83 |          3 |          7 |         93 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\CDOEMailRecipient.Page.al                                | AL                 |        154 |          3 |         21 |        178 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\CampaignSales.Page.al                                    | AL                 |        255 |         54 |         23 |        332 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\CreateMultipleBarcodes.Page.al                           | AL                 |        108 |          9 |          9 |        126 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\DSVAPI.Page.al                                           | AL                 |         30 |          6 |         10 |         46 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ExtSalesCustomerSales.Page.al                            | AL                 |        133 |          8 |         10 |        151 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ExtSalesItemListSC.Page.al                               | AL                 |        172 |          9 |         11 |        192 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ExtSalesLinesSC.Page.al                                  | AL                 |        438 |         36 |         32 |        506 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ExtSalesMapSalespersonSC.Page.al                         | AL                 |         35 |          9 |         10 |         54 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\FieldPage.Page.al                                        | AL                 |         30 |          8 |          2 |         40 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\IICTrackingBC.Page.al                                    | AL                 |        110 |         10 |         24 |        144 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\InventoryJournalStatusSC.Page.al                         | AL                 |        245 |         15 |         55 |        315 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\InventoryMapShelfNoSC.Page.al                            | AL                 |         31 |         10 |          2 |         43 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\InventoryRessources.Page.al                              | AL                 |         25 |         10 |          7 |         42 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\MandatoryFieldSetup.Page.al                              | AL                 |        117 |          9 |         11 |        137 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\PhysInventoryJournalReplace.Page.al                      | AL                 |         68 |          7 |          9 |         84 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\PictureURLDialog.Page.al                                 | AL                 |         79 |         19 |          4 |        102 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\PostedPurchaseRcpLines.Page.al                           | AL                 |        219 |          5 |         24 |        248 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ProdBomLine.Page.al                                      | AL                 |         84 |          5 |          6 |         95 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ProdControlListRoutingLine.Page.al                       | AL                 |        188 |          7 |          4 |        199 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ProdControllingDashboard.Page.al                         | AL                 |      1,227 |         41 |        146 |      1,414 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ProdControllingItemMap.Page.al                           | AL                 |         31 |          6 |         14 |         51 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ProdControllingPanPlan.Page.al                           | AL                 |        304 |        272 |         18 |        594 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ProdControllingRecursiveBOM.Page.al                      | AL                 |        467 |         20 |         49 |        536 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ProdControllingRoutingLine.Page.al                       | AL                 |        339 |         23 |         24 |        386 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ProdDeleteBomComponents.Page.al                          | AL                 |         39 |          0 |         12 |         51 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ProdLines.Page.al                                        | AL                 |        462 |         18 |         59 |        539 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ProductionControlling.Page.al                            | AL                 |        440 |         24 |         63 |        527 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\PurchLines.Page.al                                       | AL                 |        129 |          6 |          5 |        140 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\SalesBackordersInterCompany.Page.al                      | AL                 |        107 |          0 |         13 |        120 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\SalesCommission.Page.al                                  | AL                 |        431 |         31 |         46 |        508 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\SalesLine.Page.al                                        | AL                 |        289 |         14 |         13 |        316 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\SalesLine1.Page.al                                       | AL                 |        116 |         13 |         25 |        154 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\SalesLineSubform.Page.al                                 | AL                 |        218 |         10 |          9 |        237 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\SalespricelistDetails.Page.al                            | AL                 |        221 |         46 |         20 |        287 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\SalespricelistDetailsSubPage.Page.al                     | AL                 |        303 |         45 |         63 |        411 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ScanpanAPISetup.Page.al                                  | AL                 |         55 |          6 |         12 |         73 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ScanpanSetup.Page.al                                     | AL                 |          8 |         18 |          6 |         32 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\SearchAndReplace.Page.al                                 | AL                 |         62 |          4 |         15 |         81 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ShipAgentDistribution.Page.al                            | AL                 |         68 |          3 |          5 |         76 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\ShipITdebug.Page.al                                      | AL                 |          0 |        152 |          0 |        152 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\TestPage.Page.al                                         | AL                 |         24 |          6 |         14 |         44 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\WMSPickBinBalance.Page.al                                | AL                 |         80 |         10 |         10 |        100 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\WebServiceOrderFormCustomer.Page.al                      | AL                 |         45 |         20 |          3 |         68 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\WebServiceOrderFormItems.Page.al                         | AL                 |        187 |         45 |         10 |        242 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\WebServiceSalesOrderLinesList.Page.al                    | AL                 |        272 |         29 |         21 |        322 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\page\WebServiceSalesPriceListSource.Page.al                   | AL                 |        186 |          9 |         14 |        209 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\query\AddressesCustomer.Query.al                              | AL                 |        115 |          6 |          7 |        128 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\query\AddressesVendor.Query.al                                | AL                 |         21 |          6 |          6 |         33 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\query\ProdRoutingLinesList.Query.al                           | AL                 |         87 |          7 |          8 |        102 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\query\QuerySalesCreditNote.Query.al                           | AL                 |         80 |          6 |          4 |         90 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\query\QuerySalesInvoice.Query.al                              | AL                 |         84 |          6 |          4 |         94 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\query\SalesOrderFormPriceList.Query.al                        | AL                 |         48 |         14 |         11 |         73 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\report ext\DetailedCalculationExt.ReportExt.al                | AL                 |         20 |         22 |         11 |         53 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\report\Adresselabel.Report.al                                 | AL                 |        463 |          7 |         62 |        532 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\report\CalculateInventory.Report.al                           | AL                 |        849 |          1 |        118 |        968 |
| c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase - BC_TEST\src\report\CalculatePlanReqWksh.Report.al                         | AL                 |        296 |          4 |         52 |        352 |
