"filename", "language", "JSON", "AL", "alapp", "HTTP", "XML", "Batch", "comment", "blank", "total"
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\CDOEMailRecipient.Page.al", "AL", 0, 154, 0, 0, 0, 0, 3, 21, 178
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\CDOEMailRecipientSC.Page.al", "AL", 0, -108, 0, 0, 0, 0, -3, -8, -119
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\CampaignSales.Page.al", "AL", 0, 4, 0, 0, 0, 0, 47, 6, 57
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\DSVAPI.Page.al", "AL", 0, 5, 0, 0, 0, 0, 6, 2, 13
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\MandatoryFieldSetup.Page.al", "AL", 0, 5, 0, 0, 0, 0, 0, 0, 5
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\PhysInventoryJournalReplace.Page.al", "AL", 0, 68, 0, 0, 0, 0, 7, 9, 84
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\ProdControlListRoutingLine.Page.al", "AL", 0, 31, 0, 0, 0, 0, 1, 2, 34
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\ProdControllingDashboard.Page.al", "AL", 0, 1077, 0, 0, 0, 0, 44, 97, 1218
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\ProdControllingItemMap.Page.al", "AL", 0, 31, 0, 0, 0, 0, 6, 14, 51
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\ProdControllingRoutingLine.Page.al", "AL", 0, 166, 0, 0, 0, 0, 2, 8, 176
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\SalesBackordersInterCompany.Page.al", "AL", 0, 105, 0, 0, 0, 0, 0, 13, 118
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\SalesLine.Page.al", "AL", 0, 25, 0, 0, 0, 0, 1, 0, 26
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\SalesLine1.Page.al", "AL", 0, 3, 0, 0, 0, 0, 0, -3, 0
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\SalespriceSubPageSC.Page.al", "AL", 0, -6, 0, 0, 0, 0, 0, 6, 0
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\ScanpanAPISetup.Page.al", "AL", 0, 55, 0, 0, 0, 0, 6, 12, 73
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\ShipITdebug.Page.al", "AL", 0, -126, 0, 0, 0, 0, 137, -6, 5
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\TestPage.Page.al", "AL", 0, 19, 0, 0, 0, 0, 3, 6, 28
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\page\WebServiceSalesPriceListSource.Page.al", "AL", 0, -3, 0, 0, 0, 0, 0, 4, 1
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\query\ProdRoutingLinesList.Query.al", "AL", 0, 3, 0, 0, 0, 0, 1, 1, 5
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\Adresselabel.Report.al", "AL", 0, 461, 0, 0, 0, 0, 7, 60, 528
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\Adresselabel50005.Report.al", "AL", 0, -458, 0, 0, 0, 0, -7, -58, -523
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\CalculateInventory.Report.al", "AL", 0, 851, 0, 0, 0, 0, 1, 116, 968
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\CustomsDeclaration.Report.al", "AL", 0, 349, 0, 0, 0, 0, 17, 49, 415
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\CustomsDeclaration50002.Report.al", "AL", 0, -349, 0, 0, 0, 0, -17, -46, -412
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\DebitorAddress.Report.al", "AL", 0, 102, 0, 0, 0, 0, 5, 16, 123
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\EmployeeSales.Report.al", "AL", 0, 102, 0, 0, 0, 0, 2, 14, 118
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\FakturaVarekoder.Report.al", "AL", 0, 295, 0, 0, 0, 0, 25, 46, 366
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\FakturaVarekoder50009.Report.al", "AL", 0, -293, 0, 0, 0, 0, -25, -45, -363
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\ForNAV50014.Report.al", "AL", 0, 158, 0, 0, 0, 0, 3, 28, 189
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\Hyldelabel.Report.al", "AL", 0, 92, 0, 0, 0, 0, 5, 11, 108
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\HyldelabelForNAV.Report.al", "AL", 0, -90, 0, 0, 0, 0, -5, -10, -105
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\Licenseplate.Report.al", "AL", 0, 154, 0, 0, 0, 0, 8, 26, 188
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\Licenseplate50007.Report.al", "AL", 0, -152, 0, 0, 0, 0, -8, -25, -185
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\Ordrebeholdning.Report.al", "AL", 0, 175, 0, 0, 0, 0, 12, 26, 213
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\Ordrebeholdning50010.Report.al", "AL", 0, -175, 0, 0, 0, 0, -12, -23, -210
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\PallelisteEksport.Report.al", "AL", 0, 17, 0, 0, 0, 0, 204, 3, 224
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\PallelisteEksport50011.Report.al", "AL", 0, -192, 0, 0, 0, 0, -5, -20, -217
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\ProductionControllingPriority.Report.al", "AL", 0, 102, 0, 0, 0, 0, 2, 17, 121
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\Salgsprisliste.Report.al", "AL", 0, 479, 0, 0, 0, 0, 43, 81, 603
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\Salgsprisliste50008.Report.al", "AL", 0, -484, 0, 0, 0, 0, -43, -72, -599
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\ScanpanPallelabel.Report.al", "AL", 0, 0, 0, 0, 0, 0, 0, 3, 3
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\Vareenhedsliste.Report.al", "AL", 0, 178, 0, 0, 0, 0, 19, 16, 213
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\Vareenhedsliste50006.Report.al", "AL", 0, -170, 0, 0, 0, 0, -19, -16, -205
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\Varelabel.Report.al", "AL", 0, -2, 0, 0, 0, 0, 0, 4, 2
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\report\VarelabelForNAV.Report.al", "AL", 0, -118, 0, 0, 0, 0, -5, -13, -136
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\CDOEMailRecipient.TableExt.al", "AL", 0, 27, 0, 0, 0, 0, 0, 6, 33
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\CapacityLedgerEntry.TableExt.al", "AL", 0, 18, 0, 0, 0, 0, 6, 3, 27
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\CustomerSC.TableExt.al", "AL", 0, -35, 0, 0, 0, 0, -10, -5, -50
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\Customers.TableExt.al", "AL", 0, 35, 0, 0, 0, 0, 17, 5, 57
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\DefaultDimension.TableExt.al", "AL", 0, 17, 0, 0, 0, 0, 3, 8, 28
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\IDYSTransportOrderLine.TableExt.al", "AL", 0, -22, 0, 0, 0, 0, 31, 2, 11
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\ProdOrderLine.TableExt.al", "AL", 0, 22, 0, 0, 0, 0, 4, 0, 26
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\ProdOrderRoutingLine.TableExt.al", "AL", 0, 16, 0, 0, 0, 0, 14, 9, 39
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\ProductionOrder.TableExt.al", "AL", 0, 40, 0, 0, 0, 0, 10, 4, 54
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\ProductionOrderExtSC.TableExt.al", "AL", 0, -30, 0, 0, 0, 0, -10, -4, -44
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\PurchInvHeader.TableExt.al", "AL", 0, 15, 0, 0, 0, 0, 6, 6, 27
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\PurchInvLine.TableExt.al", "AL", 0, 11, 0, 0, 0, 0, 9, 6, 26
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\PurchaseHeader.TableExt.al", "AL", 0, 19, 0, 0, 0, 0, 6, 9, 34
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\RoutingLine.TableExt.al", "AL", 0, 10, 0, 0, 0, 0, 6, 0, 16
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\SalesHeaderSC.TableExt.al", "AL", 0, 0, 0, 0, 0, 0, -1, -1, -2
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\SalesInvHeader.TableExt.al", "AL", 0, 15, 0, 0, 0, 0, 7, 5, 27
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\SalesLine.TableExt.al", "AL", 0, 53, 0, 0, 0, 0, 15, 4, 72
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\SalesLineExtSC.TableExt.al", "AL", 0, -53, 0, 0, 0, 0, -15, -3, -71
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\SalesShipmentLine.TableExt.al", "AL", 0, 0, 0, 0, 0, 0, 5, 1, 6
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\TariffNumber.TableExt.al", "AL", 0, 11, 0, 0, 0, 0, 6, 6, 23
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\UserSetup.TableExt.al", "AL", 0, 10, 0, 0, 0, 0, 8, 5, 23
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\WarehouseEmployee.TableExt.al", "AL", 0, 10, 0, 0, 0, 0, 6, 6, 22
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table ext\WarehouseShipmentHeaderExtSC.TableExt.al", "AL", 0, 1, 0, 0, 0, 0, 2, 1, 4
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table\CampaignStatistics.Table.al", "AL", 0, 7, 0, 0, 0, 0, 7, 0, 14
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table\MandatoryFieldSetup2.Table.al", "AL", 0, 18, 0, 0, 0, 0, 3, 6, 27
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table\ProdContllingRoutingLinesTMP.Table.al", "AL", 0, 79, 0, 0, 0, 0, -1, 1, 79
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table\ProdControllingItemMap.Table.al", "AL", 0, 24, 0, 0, 0, 0, 6, 8, 38
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table\ProdControllingRoutes.Table.al", "AL", 0, 14, 0, 0, 0, 0, 1, 1, 16
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table\SalesLineTMP.Table.al", "AL", 0, 14, 0, 0, 0, 0, 0, 1, 15
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table\ScanpanAPISetup.Table.al", "AL", 0, 43, 0, 0, 0, 0, 6, 10, 59
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table\UserSettingsPage.Table.al", "AL", 0, 102, 0, 0, 0, 0, 6, 21, 129
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\table\VATEntriesBaseAmtSum.Table.al", "AL", 0, 70, 0, 0, 0, 0, 5, 7, 82
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\src\xml port\CSVExportEUVAT.XmlPort.al", "AL", 0, 127, 0, 0, 0, 0, 29, 31, 187
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\translations\SCANPAN CODEBASE Internal Development.da-DK.xlf", "XML", 0, 0, 0, 0, 3431, 0, 0, 0, 3431
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\translations\SCANPAN CODEBASE Internal Development.en-GB.xlf", "XML", 0, 0, 0, 0, 3433, 0, 0, 0, 3433
"c:\Users\jh\OneDrive - Scanpan\Scanpan (7.1.2015)\Development\SCANPAN Internal CodeBase\translations\SCANPAN CODEBASE Internal Development.g.xlf", "XML", 0, 0, 0, 0, 2825, 0, 0, 0, 2825
"Total", "-", 227, 5245, 483442, 7, 9689, 11, 1735, 3670, 504026
